event_id,event_type,professional_id,professional_id_anonymized,created_at,meta_data
1067,created_account,1606042,1067,2020-01-22 19:18:45,
1083,created_account,1606189,1083,2020-01-22 23:52:13,
1099,created_account,1606328,1099,2020-01-23 10:21:12,
1115,created_account,1606470,1115,2020-01-23 14:03:30,
1131,created_account,1606622,1131,2020-01-23 18:29:29,
1147,created_account,1606781,1147,2020-01-23 23:20:06,
1163,created_account,1606997,1163,2020-01-24 12:13:01,
1179,created_account,1607175,1179,2020-01-24 16:23:57,
1195,created_account,1607313,1195,2020-01-24 21:24:36,
1211,created_account,1607547,1211,2020-01-25 12:07:15,
1227,created_account,1607863,1227,2020-01-25 21:24:09,
1243,created_account,1608083,1243,2020-01-26 12:04:50,
1259,created_account,1608435,1259,2020-01-26 19:42:01,
1275,created_account,1608572,1275,2020-01-27 06:57:38,
1291,created_account,1608765,1291,2020-01-27 11:12:01,
1307,created_account,1608955,1307,2020-01-27 14:37:31,
1323,created_account,1609106,1323,2020-01-27 17:34:42,
1339,created_account,1609290,1339,2020-01-27 21:08:10,
1355,created_account,1609472,1355,2020-01-28 10:22:32,
1371,created_account,1609691,1371,2020-01-28 14:40:44,
1387,created_account,1609826,1387,2020-01-28 17:54:14,
1403,created_account,1610092,1403,2020-01-29 08:52:41,
1419,created_account,1610282,1419,2020-01-29 13:39:40,
1435,created_account,1610396,1435,2020-01-29 16:12:12,
1451,created_account,1610623,1451,2020-01-29 21:39:59,
1467,created_account,1610900,1467,2020-01-30 13:44:12,
1483,created_account,1611073,1483,2020-01-30 18:09:00,
1499,created_account,1611213,1499,2020-01-30 22:07:36,
8,created_account,1593352,8,2020-01-01 17:22:10,
24,created_account,1593536,24,2020-01-02 10:05:19,
40,created_account,1593798,40,2020-01-02 15:26:21,
56,created_account,1593891,56,2020-01-02 18:00:38,
72,created_account,1594055,72,2020-01-03 07:38:30,
88,created_account,1594227,88,2020-01-03 12:22:05,
104,created_account,1594435,104,2020-01-03 17:00:39,
120,created_account,1594721,120,2020-01-04 11:32:09,
136,created_account,1595060,136,2020-01-05 07:20:32,
152,created_account,1595380,152,2020-01-05 16:47:07,
168,created_account,1595657,168,2020-01-06 09:48:42,
184,created_account,1595875,184,2020-01-06 14:20:45,
200,created_account,1596048,200,2020-01-06 18:30:16,
216,created_account,1596236,216,2020-01-07 07:18:25,
232,created_account,1596397,232,2020-01-07 11:48:53,
248,created_account,1596534,248,2020-01-07 14:29:43,
264,created_account,1596662,264,2020-01-07 17:36:32,
280,created_account,1596842,280,2020-01-07 21:12:21,
296,created_account,1596977,296,2020-01-08 09:17:41,
312,created_account,1597230,312,2020-01-08 15:00:33,
328,created_account,1597513,328,2020-01-09 05:51:30,
344,created_account,1597641,344,2020-01-09 10:56:58,
360,created_account,1597836,360,2020-01-09 15:26:59,
376,created_account,1598009,376,2020-01-09 20:19:00,
392,created_account,1598249,392,2020-01-10 11:11:56,
408,created_account,1598455,408,2020-01-10 18:24:37,
424,created_account,1598675,424,2020-01-11 11:35:30,
440,created_account,1598961,440,2020-01-11 20:27:53,
456,created_account,1599111,456,2020-01-12 10:12:35,
472,created_account,1599330,472,2020-01-12 15:11:26,
488,created_account,1599533,488,2020-01-12 19:16:45,
504,created_account,1599705,504,2020-01-13 07:47:54,
520,created_account,1599849,520,2020-01-13 10:49:36,
536,created_account,1600014,536,2020-01-13 14:01:12,
552,created_account,1600217,552,2020-01-13 19:02:42,
568,created_account,1600382,568,2020-01-14 06:20:28,
584,created_account,1600518,584,2020-01-14 10:42:53,
600,created_account,1600703,600,2020-01-14 14:04:00,
616,created_account,1600841,616,2020-01-14 17:08:20,
632,created_account,1600988,632,2020-01-14 20:37:25,
648,created_account,1601191,648,2020-01-15 10:10:35,
664,created_account,1601401,664,2020-01-15 14:09:54,
680,created_account,1601603,680,2020-01-15 18:31:55,
696,created_account,1601832,696,2020-01-16 08:51:08,
712,created_account,1601966,712,2020-01-16 12:15:30,
728,created_account,1602089,728,2020-01-16 15:03:55,
744,created_account,1602227,744,2020-01-16 19:29:42,
760,created_account,1602352,760,2020-01-17 05:04:54,
776,created_account,1602542,776,2020-01-17 11:53:46,
792,created_account,1602714,792,2020-01-17 17:04:55,
808,created_account,1602882,808,2020-01-18 07:27:52,
824,created_account,1603348,824,2020-01-18 21:28:30,
840,created_account,1603624,840,2020-01-19 13:16:09,
856,created_account,1603889,856,2020-01-19 19:26:52,
872,created_account,1604005,872,2020-01-20 00:33:11,
888,created_account,1604227,888,2020-01-20 11:56:04,
904,created_account,1604422,904,2020-01-20 14:44:48,
920,created_account,1604571,920,2020-01-20 17:43:37,
936,created_account,1604708,936,2020-01-20 20:29:56,
952,created_account,1604854,952,2020-01-21 08:35:08,
968,created_account,1605012,968,2020-01-21 11:56:14,
984,created_account,1605220,984,2020-01-21 16:36:01,
1000,created_account,1605406,1000,2020-01-21 20:32:14,
1016,created_account,1605600,1016,2020-01-22 09:58:20,
1032,created_account,1605752,1032,2020-01-22 12:40:29,
1048,created_account,1605933,1048,2020-01-22 16:06:35,
1064,created_account,1606026,1064,2020-01-22 18:54:14,
1080,created_account,1606152,1080,2020-01-22 21:38:11,
1096,created_account,1606271,1096,2020-01-23 09:22:38,
1112,created_account,1606432,1112,2020-01-23 13:09:16,
1128,created_account,1606610,1128,2020-01-23 18:12:49,
1144,created_account,1606714,1144,2020-01-23 20:30:37,
1160,created_account,1606936,1160,2020-01-24 10:52:07,
1176,created_account,1607121,1176,2020-01-24 14:55:02,
1192,created_account,1607279,1192,2020-01-24 20:10:23,
1208,created_account,1607412,1208,2020-01-25 08:51:19,
1224,created_account,1607819,1224,2020-01-25 20:01:13,
1240,created_account,1607994,1240,2020-01-26 10:09:56,
1256,created_account,1608347,1256,2020-01-26 17:39:27,
1272,created_account,1608566,1272,2020-01-27 05:59:27,
1288,created_account,1608745,1288,2020-01-27 10:46:52,
1304,created_account,1608893,1304,2020-01-27 13:33:01,
1320,created_account,1609080,1320,2020-01-27 16:55:19,
1336,created_account,1609207,1336,2020-01-27 19:37:50,
1352,created_account,1609450,1352,2020-01-28 09:51:38,
1368,created_account,1609640,1368,2020-01-28 13:39:02,
1384,created_account,1609801,1384,2020-01-28 17:13:45,
1400,created_account,1610043,1400,2020-01-29 07:02:59,
1416,created_account,1610213,1416,2020-01-29 11:54:42,
1432,created_account,1610389,1432,2020-01-29 16:00:41,
1448,created_account,1610578,1448,2020-01-29 20:28:32,
1464,created_account,1610818,1464,2020-01-30 11:24:46,
1480,created_account,1611058,1480,2020-01-30 17:36:17,
1496,created_account,1611202,1496,2020-01-30 21:43:42,
14,created_account,1593429,14,2020-01-01 21:19:52,
30,created_account,1593666,30,2020-01-02 12:33:40,
46,created_account,1593834,46,2020-01-02 16:19:24,
62,created_account,1593932,62,2020-01-02 19:13:07,
78,created_account,1594104,78,2020-01-03 09:50:08,
94,created_account,1594310,94,2020-01-03 13:56:19,
110,created_account,1594512,110,2020-01-03 19:53:37,
126,created_account,1594852,126,2020-01-04 15:34:18,
142,created_account,1595111,142,2020-01-05 10:00:45,
158,created_account,1595527,158,2020-01-05 21:19:29,
174,created_account,1595716,174,2020-01-06 11:07:48,
190,created_account,1595963,190,2020-01-06 15:57:20,
206,created_account,1596126,206,2020-01-06 20:09:48,
222,created_account,1596271,222,2020-01-07 08:38:10,
238,created_account,1596456,238,2020-01-07 12:54:13,
254,created_account,1596564,254,2020-01-07 15:00:18,
270,created_account,1596715,270,2020-01-07 18:54:40,
286,created_account,1596875,286,2020-01-07 22:08:01,
302,created_account,1597043,302,2020-01-08 10:59:52,
318,created_account,1597334,318,2020-01-08 18:06:29,
334,created_account,1597554,334,2020-01-09 08:38:50,
350,created_account,1597682,350,2020-01-09 12:18:07,
366,created_account,1597878,366,2020-01-09 16:21:19,
382,created_account,1598068,382,2020-01-09 21:20:39,
398,created_account,1598317,398,2020-01-10 13:22:04,
414,created_account,1598507,414,2020-01-10 20:42:16,
430,created_account,1598756,430,2020-01-11 13:31:38,
446,created_account,1599004,446,2020-01-11 21:56:10,
462,created_account,1599163,462,2020-01-12 11:37:28,
478,created_account,1599408,478,2020-01-12 16:31:58,
494,created_account,1599624,494,2020-01-12 21:17:08,
510,created_account,1599741,510,2020-01-13 08:56:31,
526,created_account,1599900,526,2020-01-13 12:02:29,
542,created_account,1600062,542,2020-01-13 15:02:57,
558,created_account,1600304,558,2020-01-13 20:43:40,
574,created_account,1600428,574,2020-01-14 08:36:28,
590,created_account,1600591,590,2020-01-14 11:58:19,
606,created_account,1600744,606,2020-01-14 15:00:24,
622,created_account,1600899,622,2020-01-14 18:33:50,
638,created_account,1601099,638,2020-01-15 07:58:05,
654,created_account,1601267,654,2020-01-15 11:35:53,
670,created_account,1601487,670,2020-01-15 15:41:39,
686,created_account,1601688,686,2020-01-15 20:50:23,
702,created_account,1601861,702,2020-01-16 09:28:10,
718,created_account,1602003,718,2020-01-16 13:03:41,
734,created_account,1602129,734,2020-01-16 16:05:02,
750,created_account,1602265,750,2020-01-16 20:22:21,
766,created_account,1602414,766,2020-01-17 08:58:20,
782,created_account,1602596,782,2020-01-17 13:20:55,
798,created_account,1602776,798,2020-01-17 19:41:03,
814,created_account,1603055,814,2020-01-18 12:22:24,
830,created_account,1603379,830,2020-01-19 00:11:22,
846,created_account,1603766,846,2020-01-19 16:28:47,
862,created_account,1603943,862,2020-01-19 20:31:31,
878,created_account,1604064,878,2020-01-20 09:01:25,
894,created_account,1604303,894,2020-01-20 13:00:58,
910,created_account,1604486,910,2020-01-20 15:51:59,
926,created_account,1604619,926,2020-01-20 18:54:02,
942,created_account,1604773,942,2020-01-20 21:59:57,
958,created_account,1604931,958,2020-01-21 10:28:12,
974,created_account,1605077,974,2020-01-21 13:14:39,
990,created_account,1605281,990,2020-01-21 18:14:20,
1006,created_account,1605478,1006,2020-01-21 23:01:35,
1022,created_account,1605648,1022,2020-01-22 10:41:22,
1038,created_account,1605848,1038,2020-01-22 14:19:26,
1054,created_account,1605960,1054,2020-01-22 17:06:50,
1070,created_account,1606074,1070,2020-01-22 19:46:41,
1086,created_account,1606207,1086,2020-01-23 06:52:47,
1102,created_account,1606334,1102,2020-01-23 10:28:21,
1118,created_account,1606476,1118,2020-01-23 14:16:23,
1134,created_account,1606650,1134,2020-01-23 19:14:45,
1150,created_account,1606816,1150,2020-01-24 07:30:44,
1166,created_account,1607043,1166,2020-01-24 12:54:38,
1182,created_account,1607197,1182,2020-01-24 17:22:39,
1198,created_account,1607333,1198,2020-01-24 22:50:39,
1214,created_account,1607615,1214,2020-01-25 13:44:33,
1230,created_account,1607895,1230,2020-01-26 00:24:13,
1246,created_account,1608140,1246,2020-01-26 13:13:12,
1262,created_account,1608496,1262,2020-01-26 21:17:08,
1278,created_account,1608614,1278,2020-01-27 08:35:18,
1294,created_account,1608784,1294,2020-01-27 11:32:58,
1310,created_account,1608995,1310,2020-01-27 15:15:05,
1326,created_account,1609126,1326,2020-01-27 18:08:06,
1342,created_account,1609332,1342,2020-01-27 23:56:36,
1358,created_account,1609493,1358,2020-01-28 10:52:35,
1374,created_account,1609721,1374,2020-01-28 15:07:43,
1390,created_account,1609857,1390,2020-01-28 18:38:09,
1406,created_account,1610118,1406,2020-01-29 09:39:56,
1422,created_account,1610291,1422,2020-01-29 13:49:50,
1438,created_account,1610461,1438,2020-01-29 18:03:24,
1454,created_account,1610647,1454,2020-01-29 22:56:44,
1470,created_account,1610948,1470,2020-01-30 14:44:50,
1486,created_account,1611086,1486,2020-01-30 18:35:16,
1502,created_account,1611230,1502,2020-01-30 23:23:43,
1,created_account,1593214,1,2020-01-01 09:38:31,
17,created_account,1593452,17,2020-01-02 00:59:44,
33,created_account,1593709,33,2020-01-02 13:43:52,
49,created_account,1593844,49,2020-01-02 16:34:32,
65,created_account,1593960,65,2020-01-02 20:01:36,
81,created_account,1594123,81,2020-01-03 10:18:54,
97,created_account,1594329,97,2020-01-03 14:15:20,
113,created_account,1594552,113,2020-01-03 21:32:07,
129,created_account,1594913,129,2020-01-04 17:41:57,
145,created_account,1595185,145,2020-01-05 11:47:43,
161,created_account,1595564,161,2020-01-06 03:21:35,
177,created_account,1595763,177,2020-01-06 12:14:19,
193,created_account,1595971,193,2020-01-06 16:10:30,
209,created_account,1596154,209,2020-01-06 20:45:26,
225,created_account,1596292,225,2020-01-07 09:18:27,
241,created_account,1596482,241,2020-01-07 13:20:52,
257,created_account,1596581,257,2020-01-07 15:25:44,
273,created_account,1596755,273,2020-01-07 19:38:54,
289,created_account,1596896,289,2020-01-07 23:00:14,
305,created_account,1597086,305,2020-01-08 11:57:45,
321,created_account,1597351,321,2020-01-08 18:36:13,
337,created_account,1597571,337,2020-01-09 09:11:19,
353,created_account,1597739,353,2020-01-09 13:10:40,
369,created_account,1597894,369,2020-01-09 16:49:11,
385,created_account,1598084,385,2020-01-09 21:47:35,
401,created_account,1598337,401,2020-01-10 13:58:44,
417,created_account,1598556,417,2020-01-11 06:30:07,
433,created_account,1598896,433,2020-01-11 17:11:23,
449,created_account,1599021,449,2020-01-11 23:05:29,
465,created_account,1599220,465,2020-01-12 13:02:42,
481,created_account,1599437,481,2020-01-12 17:04:44,
497,created_account,1599645,497,2020-01-12 22:17:54,
513,created_account,1599792,513,2020-01-13 09:58:15,
529,created_account,1599925,529,2020-01-13 12:20:57,
545,created_account,1600103,545,2020-01-13 16:01:59,
561,created_account,1600326,561,2020-01-13 21:21:27,
577,created_account,1600444,577,2020-01-14 09:07:51,
593,created_account,1600618,593,2020-01-14 12:22:04,
609,created_account,1600758,609,2020-01-14 15:15:16,
625,created_account,1600933,625,2020-01-14 19:17:32,
641,created_account,1601121,641,2020-01-15 08:36:07,
657,created_account,1601281,657,2020-01-15 11:54:09,
673,created_account,1601528,673,2020-01-15 16:48:26,
689,created_account,1601724,689,2020-01-15 21:32:16,
705,created_account,1601892,705,2020-01-16 10:18:58,
721,created_account,1602027,721,2020-01-16 13:23:19,
737,created_account,1602187,737,2020-01-16 18:24:50,
753,created_account,1602280,753,2020-01-16 20:34:37,
769,created_account,1602439,769,2020-01-17 09:33:02,
785,created_account,1602639,785,2020-01-17 14:36:51,
801,created_account,1602805,801,2020-01-17 20:25:48,
817,created_account,1603175,817,2020-01-18 15:20:37,
833,created_account,1603452,833,2020-01-19 09:30:13,
849,created_account,1603835,849,2020-01-19 18:24:48,
865,created_account,1603960,865,2020-01-19 20:54:52,
881,created_account,1604120,881,2020-01-20 09:58:19,
897,created_account,1604342,897,2020-01-20 13:34:17,
913,created_account,1604501,913,2020-01-20 16:12:32,
929,created_account,1604649,929,2020-01-20 19:25:45,
945,created_account,1604800,945,2020-01-21 03:09:16,
961,created_account,1604968,961,2020-01-21 11:05:54,
977,created_account,1605148,977,2020-01-21 15:06:36,
993,created_account,1605310,993,2020-01-21 18:44:19,
1009,created_account,1605529,1009,2020-01-22 08:15:26,
1025,created_account,1605697,1025,2020-01-22 11:29:48,
1041,created_account,1605882,1041,2020-01-22 15:05:54,
1057,created_account,1605978,1057,2020-01-22 17:50:50,
1073,created_account,1606110,1073,2020-01-22 20:26:32,
1089,created_account,1606213,1089,2020-01-23 07:28:06,
1105,created_account,1606367,1105,2020-01-23 11:15:31,
1121,created_account,1606511,1121,2020-01-23 15:20:43,
1137,created_account,1606668,1137,2020-01-23 19:31:56,
1153,created_account,1606847,1153,2020-01-24 08:33:09,
1169,created_account,1607062,1169,2020-01-24 13:23:58,
1185,created_account,1607214,1185,2020-01-24 17:55:53,
1201,created_account,1607349,1201,2020-01-25 01:14:06,
1217,created_account,1607667,1217,2020-01-25 14:57:21,
1233,created_account,1607917,1233,2020-01-26 08:16:24,
1249,created_account,1608213,1249,2020-01-26 15:02:32,
1265,created_account,1608529,1265,2020-01-26 22:46:33,
1281,created_account,1608650,1281,2020-01-27 09:13:47,
1297,created_account,1608805,1297,2020-01-27 12:03:14,
1313,created_account,1609058,1313,2020-01-27 16:22:23,
1329,created_account,1609149,1329,2020-01-27 18:32:41,
1345,created_account,1609379,1345,2020-01-28 08:00:00,
1361,created_account,1609536,1361,2020-01-28 11:45:13,
1377,created_account,1609734,1377,2020-01-28 15:19:36,
1393,created_account,1609913,1393,2020-01-28 19:48:08,
1409,created_account,1610133,1409,2020-01-29 09:57:28,
1425,created_account,1610306,1425,2020-01-29 14:03:39,
1441,created_account,1610522,1441,2020-01-29 19:18:41,
1457,created_account,1610655,1457,2020-01-30 04:10:52,
1473,created_account,1610976,1473,2020-01-30 15:23:40,
